,Processor Time,LogBytesFlushedSec,DiskWrites,DiskReads,CPU-DTU-Value,CPU-True-DTU-Value,CPU-DTU-Name,IOP-DTU-Value,IOP-True-DTU-Value,IOP-DTU-Name,LogBytes-DTU-Value,LogBytes-True-DTU-Value,LogBytes-DTU-Name,TotalServiceTierName
13193,.,2,9,5,5,0.0,Basic,5,4.375,Basic,5,3.81469727e-05,Basic,5
13194,9,.,8,1,200,144.0,Standard - S4,5,2.8125,Basic,5,0.0,Basic,200
13195,8,0,8,9,200,128.0,Standard - S4,10,0.130496472,Standard - S0,5,0.0,Basic,200
13196,1,3,.,9,20,16.0,Standard - S1,5,2.8125,Basic,5,5.722046e-05,Basic,20
13197,1,6,0,0,20,16.0,Standard - S1,5,0.0,Basic,5,0.000114440918,Basic,20
13198,8,8,0,1,200,128.0,Standard - S4,5,0.3125,Basic,5,0.000152587891,Basic,200
13199,9,.,0,1,200,144.0,Standard - S4,5,0.3125,Basic,5,0.0,Basic,200
13200,4,3,1,4,100,64.0,Standard - S3,5,1.5625,Basic,5,5.722046e-05,Basic,100
13201,1,5,5,5,20,16.0,Standard - S1,5,3.125,Basic,5,9.536743e-05,Basic,20
13202,1,5,4,1,20,16.0,Standard - S1,5,1.5625,Basic,5,9.536743e-05,Basic,20
13203,4,7,.,.,100,64.0,Standard - S3,5,0.0,Basic,5,0.0001335144,Basic,100
13204,8,6,9,8,200,128.0,Standard - S4,10,0.130496472,Standard - S0,5,0.000114440918,Basic,200
13205,5,3,7,3,100,80.0,Standard - S3,5,3.125,Basic,5,5.722046e-05,Basic,100
13206,.,7,3,0,5,0.0,Basic,5,0.9375,Basic,5,0.0001335144,Basic,5
13207,3,8,3,9,50,48.0,Standard - S2,5,3.75,Basic,5,0.000152587891,Basic,50
13208,2,8,4,4,50,32.0,Standard - S2,5,2.5,Basic,5,0.000152587891,Basic,50
13209,2,1,0,3,50,32.0,Standard - S2,5,0.9375,Basic,5,1.90734863e-05,Basic,50
13210,2,2,9,4,50,32.0,Standard - S2,5,4.0625,Basic,5,3.81469727e-05,Basic,50
13211,2,3,6,6,50,32.0,Standard - S2,5,3.75,Basic,5,5.722046e-05,Basic,50
13212,3,6,7,9,50,48.0,Standard - S2,5,5.0,Basic,5,0.000114440918,Basic,50
13213,0,6,1,2,5,0.0,Basic,5,0.9375,Basic,5,0.000114440918,Basic,5
13214,1,6,6,8,20,16.0,Standard - S1,5,4.375,Basic,5,0.000114440918,Basic,20
13215,4,.,1,3,100,64.0,Standard - S3,5,1.25,Basic,5,0.0,Basic,100
13216,1,5,1,4,20,16.0,Standard - S1,5,1.5625,Basic,5,9.536743e-05,Basic,20
13217,1,6,2,6,20,16.0,Standard - S1,5,2.5,Basic,5,0.000114440918,Basic,20
13218,0,3,6,3,5,0.0,Basic,5,2.8125,Basic,5,5.722046e-05,Basic,5
13219,1,5,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,9.536743e-05,Basic,20
13220,6,6,2,6,100,96.0,Standard - S3,5,2.5,Basic,5,0.000114440918,Basic,100
13221,8,.,2,6,200,128.0,Standard - S4,5,2.5,Basic,5,0.0,Basic,200
13222,3,4,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,7.62939453e-05,Basic,50
13223,5,1,3,5,100,80.0,Standard - S3,5,2.5,Basic,5,1.90734863e-05,Basic,100
13224,.,7,8,.,5,0.0,Basic,5,2.5,Basic,5,0.0001335144,Basic,5
13225,1,.,5,3,20,16.0,Standard - S1,5,2.5,Basic,5,0.0,Basic,20
13226,6,6,5,4,100,96.0,Standard - S3,5,2.8125,Basic,5,0.000114440918,Basic,100
13227,3,8,2,8,50,48.0,Standard - S2,5,3.125,Basic,5,0.000152587891,Basic,50
13228,5,.,6,3,100,80.0,Standard - S3,5,2.8125,Basic,5,0.0,Basic,100
13229,3,0,1,6,50,48.0,Standard - S2,5,2.1875,Basic,5,0.0,Basic,50
13230,4,1,8,6,100,64.0,Standard - S3,5,4.375,Basic,5,1.90734863e-05,Basic,100
13231,3,7,8,8,50,48.0,Standard - S2,5,5.0,Basic,5,0.0001335144,Basic,50
13232,2,4,5,8,50,32.0,Standard - S2,5,4.0625,Basic,5,7.62939453e-05,Basic,50
13233,5,4,0,0,100,80.0,Standard - S3,5,0.0,Basic,5,7.62939453e-05,Basic,100
13234,6,4,9,4,100,96.0,Standard - S3,5,4.0625,Basic,5,7.62939453e-05,Basic,100
13235,5,9,3,3,100,80.0,Standard - S3,5,1.875,Basic,5,0.000171661377,Basic,100
13236,9,6,2,9,200,144.0,Standard - S4,5,3.4375,Basic,5,0.000114440918,Basic,200
13237,6,2,.,9,100,96.0,Standard - S3,5,2.8125,Basic,5,3.81469727e-05,Basic,100
13238,1,5,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,9.536743e-05,Basic,20
13239,.,8,3,.,5,0.0,Basic,5,0.9375,Basic,5,0.000152587891,Basic,5
13240,.,2,6,.,5,0.0,Basic,5,1.875,Basic,5,3.81469727e-05,Basic,5
13241,2,.,0,4,50,32.0,Standard - S2,5,1.25,Basic,5,0.0,Basic,50
13242,0,3,4,6,5,0.0,Basic,5,3.125,Basic,5,5.722046e-05,Basic,5
13243,1,3,3,2,20,16.0,Standard - S1,5,1.5625,Basic,5,5.722046e-05,Basic,20
13244,3,6,3,0,50,48.0,Standard - S2,5,0.9375,Basic,5,0.000114440918,Basic,50
13245,4,3,4,1,100,64.0,Standard - S3,5,1.5625,Basic,5,5.722046e-05,Basic,100
13246,.,3,8,.,5,0.0,Basic,5,2.5,Basic,5,5.722046e-05,Basic,5
13247,6,6,9,9,100,96.0,Standard - S3,10,0.8397163,Standard - S0,5,0.000114440918,Basic,100
13248,3,0,3,8,50,48.0,Standard - S2,5,3.4375,Basic,5,0.0,Basic,50
13249,6,0,1,2,100,96.0,Standard - S3,5,0.9375,Basic,5,0.0,Basic,100
13250,3,6,2,7,50,48.0,Standard - S2,5,2.8125,Basic,5,0.000114440918,Basic,50
13251,3,4,.,9,50,48.0,Standard - S2,5,2.8125,Basic,5,7.62939453e-05,Basic,50
13252,9,9,.,9,200,144.0,Standard - S4,5,2.8125,Basic,5,0.000171661377,Basic,200
13253,6,9,1,8,100,96.0,Standard - S3,5,2.8125,Basic,5,0.000171661377,Basic,100
13254,1,5,2,6,20,16.0,Standard - S1,5,2.5,Basic,5,9.536743e-05,Basic,20
13255,2,8,.,2,50,32.0,Standard - S2,5,0.625,Basic,5,0.000152587891,Basic,50
13256,3,2,0,5,50,48.0,Standard - S2,5,1.5625,Basic,5,3.81469727e-05,Basic,50
13257,4,7,7,3,100,64.0,Standard - S3,5,3.125,Basic,5,0.0001335144,Basic,100
13258,4,1,8,9,100,64.0,Standard - S3,10,0.130496472,Standard - S0,5,1.90734863e-05,Basic,100
13259,6,.,9,1,100,96.0,Standard - S3,5,3.125,Basic,5,0.0,Basic,100
13260,6,4,2,3,100,96.0,Standard - S3,5,1.5625,Basic,5,7.62939453e-05,Basic,100
13261,6,8,7,7,100,96.0,Standard - S3,5,4.375,Basic,5,0.000152587891,Basic,100
13262,.,9,4,.,5,0.0,Basic,5,1.25,Basic,5,0.000171661377,Basic,5
13263,7,7,9,9,200,112.0,Standard - S4,10,0.8397163,Standard - S0,5,0.0001335144,Basic,200
13264,1,5,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,9.536743e-05,Basic,20
13265,0,6,2,1,5,0.0,Basic,5,0.9375,Basic,5,0.000114440918,Basic,5
13266,3,8,6,5,50,48.0,Standard - S2,5,3.4375,Basic,5,0.000152587891,Basic,50
13267,3,7,3,6,50,48.0,Standard - S2,5,2.8125,Basic,5,0.0001335144,Basic,50
13268,0,9,6,5,5,0.0,Basic,5,3.4375,Basic,5,0.000171661377,Basic,5
13269,8,5,0,6,200,128.0,Standard - S4,5,1.875,Basic,5,9.536743e-05,Basic,200
13270,5,5,2,5,100,80.0,Standard - S3,5,2.1875,Basic,5,9.536743e-05,Basic,100
13271,1,6,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,0.000114440918,Basic,20
13272,9,3,8,4,200,144.0,Standard - S4,5,3.75,Basic,5,5.722046e-05,Basic,200
13273,6,9,0,4,100,96.0,Standard - S3,5,1.25,Basic,5,0.000171661377,Basic,100
13274,2,3,.,9,50,32.0,Standard - S2,5,2.8125,Basic,5,5.722046e-05,Basic,50
13275,4,1,9,7,100,64.0,Standard - S3,5,5.0,Basic,5,1.90734863e-05,Basic,100
13276,4,1,3,8,100,64.0,Standard - S3,5,3.4375,Basic,5,1.90734863e-05,Basic,100
13277,.,3,4,.,5,0.0,Basic,5,1.25,Basic,5,5.722046e-05,Basic,5
13278,2,6,6,6,50,32.0,Standard - S2,5,3.75,Basic,5,0.000114440918,Basic,50
13279,1,.,0,0,20,16.0,Standard - S1,5,0.0,Basic,5,0.0,Basic,20
13280,1,6,3,7,20,16.0,Standard - S1,5,3.125,Basic,5,0.000114440918,Basic,20
13281,3,3,4,4,50,48.0,Standard - S2,5,2.5,Basic,5,5.722046e-05,Basic,50
13282,5,8,7,6,100,80.0,Standard - S3,5,4.0625,Basic,5,0.000152587891,Basic,100
13283,1,6,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,0.000114440918,Basic,20
13284,3,.,5,9,50,48.0,Standard - S2,5,4.375,Basic,5,0.0,Basic,50
13285,7,0,9,8,200,112.0,Standard - S4,10,0.130496472,Standard - S0,5,0.0,Basic,200
13286,5,6,1,1,100,80.0,Standard - S3,5,0.625,Basic,5,0.000114440918,Basic,100
13287,.,9,7,.,5,0.0,Basic,5,2.1875,Basic,5,0.000171661377,Basic,5
13288,5,8,.,9,100,80.0,Standard - S3,5,2.8125,Basic,5,0.000152587891,Basic,100
13289,3,0,3,9,50,48.0,Standard - S2,5,3.75,Basic,5,0.0,Basic,50
13290,6,1,3,1,100,96.0,Standard - S3,5,1.25,Basic,5,1.90734863e-05,Basic,100
13291,4,0,0,5,100,64.0,Standard - S3,5,1.5625,Basic,5,0.0,Basic,100
13292,9,0,6,6,200,144.0,Standard - S4,5,3.75,Basic,5,0.0,Basic,200
13293,7,1,5,3,200,112.0,Standard - S4,5,2.5,Basic,5,1.90734863e-05,Basic,200
13294,5,6,2,2,100,80.0,Standard - S3,5,1.25,Basic,5,0.000114440918,Basic,100
13295,0,7,2,4,5,0.0,Basic,5,1.875,Basic,5,0.0001335144,Basic,5
13296,.,3,0,.,5,0.0,Basic,5,0.0,Basic,5,5.722046e-05,Basic,5
13297,3,1,4,3,50,48.0,Standard - S2,5,2.1875,Basic,5,1.90734863e-05,Basic,50
13298,3,.,9,6,50,48.0,Standard - S2,5,4.6875,Basic,5,0.0,Basic,50
13299,2,0,.,7,50,32.0,Standard - S2,5,2.1875,Basic,5,0.0,Basic,50
13300,4,7,3,6,100,64.0,Standard - S3,5,2.8125,Basic,5,0.0001335144,Basic,100
13301,5,5,3,8,100,80.0,Standard - S3,5,3.4375,Basic,5,9.536743e-05,Basic,100
13302,7,3,3,3,200,112.0,Standard - S4,5,1.875,Basic,5,5.722046e-05,Basic,200
13303,6,1,2,9,100,96.0,Standard - S3,5,3.4375,Basic,5,1.90734863e-05,Basic,100
13304,9,8,3,9,200,144.0,Standard - S4,5,3.75,Basic,5,0.000152587891,Basic,200
13305,1,6,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,0.000114440918,Basic,20
13306,.,3,5,.,5,0.0,Basic,5,1.5625,Basic,5,5.722046e-05,Basic,5
13307,4,8,6,5,100,64.0,Standard - S3,5,3.4375,Basic,5,0.000152587891,Basic,100
13308,5,1,.,8,100,80.0,Standard - S3,5,2.5,Basic,5,1.90734863e-05,Basic,100
13309,.,2,3,.,5,0.0,Basic,5,0.9375,Basic,5,3.81469727e-05,Basic,5
13310,2,.,5,1,50,32.0,Standard - S2,5,1.875,Basic,5,0.0,Basic,50
13311,2,5,2,6,50,32.0,Standard - S2,5,2.5,Basic,5,9.536743e-05,Basic,50
13312,6,2,9,8,100,96.0,Standard - S3,10,0.130496472,Standard - S0,5,3.81469727e-05,Basic,100
13313,1,.,0,0,20,16.0,Standard - S1,5,0.0,Basic,5,0.0,Basic,20
13314,1,5,2,6,20,16.0,Standard - S1,5,2.5,Basic,5,9.536743e-05,Basic,20
13315,2,4,5,9,50,32.0,Standard - S2,5,4.375,Basic,5,7.62939453e-05,Basic,50
13316,8,8,4,1,200,128.0,Standard - S4,5,1.5625,Basic,5,0.000152587891,Basic,200
13317,5,4,2,2,100,80.0,Standard - S3,5,1.25,Basic,5,7.62939453e-05,Basic,100
13318,4,0,7,6,100,64.0,Standard - S3,5,4.0625,Basic,5,0.0,Basic,100
13319,0,4,2,4,5,0.0,Basic,5,1.875,Basic,5,7.62939453e-05,Basic,5
13320,0,2,.,8,5,0.0,Basic,5,2.5,Basic,5,3.81469727e-05,Basic,5
13321,9,8,.,9,200,144.0,Standard - S4,5,2.8125,Basic,5,0.000152587891,Basic,200
13322,8,.,4,7,200,128.0,Standard - S4,5,3.4375,Basic,5,0.0,Basic,200
13323,5,7,7,3,100,80.0,Standard - S3,5,3.125,Basic,5,0.0001335144,Basic,100
13324,0,2,3,1,5,0.0,Basic,5,1.25,Basic,5,3.81469727e-05,Basic,5
13325,9,2,1,9,200,144.0,Standard - S4,5,3.125,Basic,5,3.81469727e-05,Basic,200
13326,3,8,0,5,50,48.0,Standard - S2,5,1.5625,Basic,5,0.000152587891,Basic,50
13327,1,5,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,9.536743e-05,Basic,20
13328,2,0,2,3,50,32.0,Standard - S2,5,1.5625,Basic,5,0.0,Basic,50
13329,.,0,0,.,5,0.0,Basic,5,0.0,Basic,5,0.0,Basic,5
13330,7,0,4,9,200,112.0,Standard - S4,5,4.0625,Basic,5,0.0,Basic,200
13331,0,8,3,7,5,0.0,Basic,5,3.125,Basic,5,0.000152587891,Basic,5
13332,6,6,8,6,100,96.0,Standard - S3,5,4.375,Basic,5,0.000114440918,Basic,100
13333,9,1,2,4,200,144.0,Standard - S4,5,1.875,Basic,5,1.90734863e-05,Basic,200
13334,8,7,8,6,200,128.0,Standard - S4,5,4.375,Basic,5,0.0001335144,Basic,200
13335,6,7,5,4,100,96.0,Standard - S3,5,2.8125,Basic,5,0.0001335144,Basic,100
13336,0,8,5,7,5,0.0,Basic,5,3.75,Basic,5,0.000152587891,Basic,5
13337,.,5,5,.,5,0.0,Basic,5,1.5625,Basic,5,9.536743e-05,Basic,5
13338,1,.,4,9,20,16.0,Standard - S1,5,4.0625,Basic,5,0.0,Basic,20
13339,3,0,4,4,50,48.0,Standard - S2,5,2.5,Basic,5,0.0,Basic,50
13340,0,5,6,6,5,0.0,Basic,5,3.75,Basic,5,9.536743e-05,Basic,5
13341,6,4,9,0,100,96.0,Standard - S3,5,2.8125,Basic,5,7.62939453e-05,Basic,100
13342,3,1,7,2,50,48.0,Standard - S2,5,2.8125,Basic,5,1.90734863e-05,Basic,50
13343,9,8,5,3,200,144.0,Standard - S4,5,2.5,Basic,5,0.000152587891,Basic,200
13344,2,6,4,2,50,32.0,Standard - S2,5,1.875,Basic,5,0.000114440918,Basic,50
13345,9,.,0,9,200,144.0,Standard - S4,5,2.8125,Basic,5,0.0,Basic,200
13346,1,6,2,5,20,16.0,Standard - S1,5,2.1875,Basic,5,0.000114440918,Basic,20
13347,8,8,.,0,200,128.0,Standard - S4,5,0.0,Basic,5,0.000152587891,Basic,200
13348,3,2,.,9,50,48.0,Standard - S2,5,2.8125,Basic,5,3.81469727e-05,Basic,50
13349,4,6,7,1,100,64.0,Standard - S3,5,2.5,Basic,5,0.000114440918,Basic,100
13350,1,6,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,0.000114440918,Basic,20
13351,.,2,5,.,5,0.0,Basic,5,1.5625,Basic,5,3.81469727e-05,Basic,5
13352,7,6,2,7,200,112.0,Standard - S4,5,2.8125,Basic,5,0.000114440918,Basic,200
13353,3,5,8,2,50,48.0,Standard - S2,5,3.125,Basic,5,9.536743e-05,Basic,50
13354,3,9,0,2,50,48.0,Standard - S2,5,0.625,Basic,5,0.000171661377,Basic,50
13355,8,0,1,0,200,128.0,Standard - S4,5,0.3125,Basic,5,0.0,Basic,200
13356,2,7,6,6,50,32.0,Standard - S2,5,3.75,Basic,5,0.0001335144,Basic,50
13357,3,1,6,6,50,48.0,Standard - S2,5,3.75,Basic,5,1.90734863e-05,Basic,50
13358,1,4,1,6,20,16.0,Standard - S1,5,2.1875,Basic,5,7.62939453e-05,Basic,20
13359,6,.,8,3,100,96.0,Standard - S3,5,3.4375,Basic,5,0.0,Basic,100
13360,5,6,6,3,100,80.0,Standard - S3,5,2.8125,Basic,5,0.000114440918,Basic,100
13361,6,3,.,0,100,96.0,Standard - S3,5,0.0,Basic,5,5.722046e-05,Basic,100
13362,4,2,3,7,100,64.0,Standard - S3,5,3.125,Basic,5,3.81469727e-05,Basic,100
13363,5,0,1,7,100,80.0,Standard - S3,5,2.5,Basic,5,0.0,Basic,100
13364,9,.,6,4,200,144.0,Standard - S4,5,3.125,Basic,5,0.0,Basic,200
13365,4,3,5,4,100,64.0,Standard - S3,5,2.8125,Basic,5,5.722046e-05,Basic,100
13366,2,.,8,5,50,32.0,Standard - S2,5,4.0625,Basic,5,0.0,Basic,50
13367,1,4,1,1,20,16.0,Standard - S1,5,0.625,Basic,5,7.62939453e-05,Basic,20
13368,.,7,9,.,5,0.0,Basic,5,2.8125,Basic,5,0.0001335144,Basic,5
13369,8,8,9,7,200,128.0,Standard - S4,5,5.0,Basic,5,0.000152587891,Basic,200
13370,0,8,0,5,5,0.0,Basic,5,1.5625,Basic,5,0.000152587891,Basic,5
13371,4,3,9,0,100,64.0,Standard - S3,5,2.8125,Basic,5,5.722046e-05,Basic,100
13372,6,5,8,8,100,96.0,Standard - S3,5,5.0,Basic,5,9.536743e-05,Basic,100
13373,.,2,1,.,5,0.0,Basic,5,0.3125,Basic,5,3.81469727e-05,Basic,5
13374,1,5,2,2,20,16.0,Standard - S1,5,1.25,Basic,5,9.536743e-05,Basic,20
13375,6,4,1,4,100,96.0,Standard - S3,5,1.5625,Basic,5,7.62939453e-05,Basic,100
13376,4,4,2,8,100,64.0,Standard - S3,5,3.125,Basic,5,7.62939453e-05,Basic,100
13377,1,5,2,1,20,16.0,Standard - S1,5,0.9375,Basic,5,9.536743e-05,Basic,20
13378,6,9,.,9,100,96.0,Standard - S3,5,2.8125,Basic,5,0.000171661377,Basic,100
13379,6,8,8,4,100,96.0,Standard - S3,5,3.75,Basic,5,0.000152587891,Basic,100
13380,7,6,8,8,200,112.0,Standard - S4,5,5.0,Basic,5,0.000114440918,Basic,200
13381,.,4,2,.,5,0.0,Basic,5,0.625,Basic,5,7.62939453e-05,Basic,5
13382,1,4,8,5,20,16.0,Standard - S1,5,4.0625,Basic,5,7.62939453e-05,Basic,20
13383,2,6,6,5,50,32.0,Standard - S2,5,3.4375,Basic,5,0.000114440918,Basic,50
13384,3,4,7,3,50,48.0,Standard - S2,5,3.125,Basic,5,7.62939453e-05,Basic,50
13385,6,1,.,8,100,96.0,Standard - S3,5,2.5,Basic,5,1.90734863e-05,Basic,100
13386,6,1,3,0,100,96.0,Standard - S3,5,0.9375,Basic,5,1.90734863e-05,Basic,100
13387,3,5,4,1,50,48.0,Standard - S2,5,1.5625,Basic,5,9.536743e-05,Basic,50
13388,2,9,3,3,50,32.0,Standard - S2,5,1.875,Basic,5,0.000171661377,Basic,50
13389,2,9,2,5,50,32.0,Standard - S2,5,2.1875,Basic,5,0.000171661377,Basic,50
13390,6,8,8,6,100,96.0,Standard - S3,5,4.375,Basic,5,0.000152587891,Basic,100
13391,2,6,9,7,50,32.0,Standard - S2,5,5.0,Basic,5,0.000114440918,Basic,50
13392,5,3,5,9,100,80.0,Standard - S3,5,4.375,Basic,5,5.722046e-05,Basic,100
13393,2,5,.,9,50,32.0,Standard - S2,5,2.8125,Basic,5,9.536743e-05,Basic,50
13394,0,0,4,1,5,0.0,Basic,5,1.5625,Basic,5,0.0,Basic,5
13395,8,4,3,4,200,128.0,Standard - S4,5,2.1875,Basic,5,7.62939453e-05,Basic,200
13396,.,1,6,8,5,0.0,Basic,5,4.375,Basic,5,1.90734863e-05,Basic,5
13397,.,1,0,9,5,0.0,Basic,5,2.8125,Basic,5,1.90734863e-05,Basic,5
13398,3,.,9,6,50,48.0,Standard - S2,5,4.6875,Basic,5,0.0,Basic,50
13399,5,.,6,6,100,80.0,Standard - S3,5,3.75,Basic,5,0.0,Basic,100
13400,3,6,3,6,50,48.0,Standard - S2,5,2.8125,Basic,5,0.000114440918,Basic,50
13401,5,8,4,7,100,80.0,Standard - S3,5,3.4375,Basic,5,0.000152587891,Basic,100
13402,1,0,.,.,20,16.0,Standard - S1,5,0.0,Basic,5,0.0,Basic,20
13403,1,5,2,2,20,16.0,Standard - S1,5,1.25,Basic,5,9.536743e-05,Basic,20
13404,4,3,9,4,100,64.0,Standard - S3,5,4.0625,Basic,5,5.722046e-05,Basic,100
13405,8,7,.,.,200,128.0,Standard - S4,5,0.0,Basic,5,0.0001335144,Basic,200
13406,8,9,5,7,200,128.0,Standard - S4,5,3.75,Basic,5,0.000171661377,Basic,200
13407,.,1,8,6,5,0.0,Basic,5,4.375,Basic,5,1.90734863e-05,Basic,5
13408,5,8,9,7,100,80.0,Standard - S3,5,5.0,Basic,5,0.000152587891,Basic,100
13409,8,7,8,8,200,128.0,Standard - S4,5,5.0,Basic,5,0.0001335144,Basic,200
13410,1,5,5,4,20,16.0,Standard - S1,5,2.8125,Basic,5,9.536743e-05,Basic,20
13411,2,.,8,1,50,32.0,Standard - S2,5,2.8125,Basic,5,0.0,Basic,50
13412,1,4,2,1,20,16.0,Standard - S1,5,0.9375,Basic,5,7.62939453e-05,Basic,20
13413,3,1,5,3,50,48.0,Standard - S2,5,2.5,Basic,5,1.90734863e-05,Basic,50
13414,4,9,9,0,100,64.0,Standard - S3,5,2.8125,Basic,5,0.000171661377,Basic,100
13415,3,8,5,6,50,48.0,Standard - S2,5,3.4375,Basic,5,0.000152587891,Basic,50
13416,6,6,.,.,100,96.0,Standard - S3,5,0.0,Basic,5,0.000114440918,Basic,100
13417,1,0,2,7,20,16.0,Standard - S1,5,2.8125,Basic,5,0.0,Basic,20
13418,1,5,2,1,20,16.0,Standard - S1,5,0.9375,Basic,5,9.536743e-05,Basic,20
13419,9,3,2,9,200,144.0,Standard - S4,5,3.4375,Basic,5,5.722046e-05,Basic,200
13420,6,7,1,0,100,96.0,Standard - S3,5,0.3125,Basic,5,0.0001335144,Basic,100
13421,7,2,9,9,200,112.0,Standard - S4,10,0.8397163,Standard - S0,5,3.81469727e-05,Basic,200
13422,1,5,3,1,20,16.0,Standard - S1,5,1.25,Basic,5,9.536743e-05,Basic,20
13423,6,7,0,0,100,96.0,Standard - S3,5,0.0,Basic,5,0.0001335144,Basic,100
13424,2,6,5,3,50,32.0,Standard - S2,5,2.5,Basic,5,0.000114440918,Basic,50
13425,0,.,3,4,5,0.0,Basic,5,2.1875,Basic,5,0.0,Basic,5
13426,1,5,2,9,20,16.0,Standard - S1,5,3.4375,Basic,5,9.536743e-05,Basic,20
13427,9,.,8,4,200,144.0,Standard - S4,5,3.75,Basic,5,0.0,Basic,200
13428,.,4,3,3,5,0.0,Basic,5,1.875,Basic,5,7.62939453e-05,Basic,5
13429,3,7,8,4,50,48.0,Standard - S2,5,3.75,Basic,5,0.0001335144,Basic,50
13430,3,8,0,6,50,48.0,Standard - S2,5,1.875,Basic,5,0.000152587891,Basic,50
13431,7,2,9,7,200,112.0,Standard - S4,5,5.0,Basic,5,3.81469727e-05,Basic,200
13432,.,5,4,8,5,0.0,Basic,5,3.75,Basic,5,9.536743e-05,Basic,5
13433,1,0,4,3,20,16.0,Standard - S1,5,2.1875,Basic,5,0.0,Basic,20
13434,5,4,1,5,100,80.0,Standard - S3,5,1.875,Basic,5,7.62939453e-05,Basic,100
13435,7,8,1,2,200,112.0,Standard - S4,5,0.9375,Basic,5,0.000152587891,Basic,200
13436,8,5,4,5,200,128.0,Standard - S4,5,2.8125,Basic,5,9.536743e-05,Basic,200
13437,8,3,1,3,200,128.0,Standard - S4,5,1.25,Basic,5,5.722046e-05,Basic,200
13438,4,6,6,4,100,64.0,Standard - S3,5,3.125,Basic,5,0.000114440918,Basic,100
13439,.,8,6,4,5,0.0,Basic,5,3.125,Basic,5,0.000152587891,Basic,5
13440,9,7,.,.,200,144.0,Standard - S4,5,0.0,Basic,5,0.0001335144,Basic,200
13441,4,.,4,0,100,64.0,Standard - S3,5,1.25,Basic,5,0.0,Basic,100
13442,1,3,6,3,20,16.0,Standard - S1,5,2.8125,Basic,5,5.722046e-05,Basic,20
13443,2,0,7,7,50,32.0,Standard - S2,5,4.375,Basic,5,0.0,Basic,50
13444,7,5,4,5,200,112.0,Standard - S4,5,2.8125,Basic,5,9.536743e-05,Basic,200
13445,.,4,2,4,5,0.0,Basic,5,1.875,Basic,5,7.62939453e-05,Basic,5
13446,5,1,5,7,100,80.0,Standard - S3,5,3.75,Basic,5,1.90734863e-05,Basic,100
13447,1,1,4,3,20,16.0,Standard - S1,5,2.1875,Basic,5,1.90734863e-05,Basic,20
13448,3,0,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,0.0,Basic,50
13449,5,8,1,4,100,80.0,Standard - S3,5,1.5625,Basic,5,0.000152587891,Basic,100
13450,.,3,2,.,5,0.0,Basic,5,0.625,Basic,5,5.722046e-05,Basic,5
13451,3,9,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,0.000171661377,Basic,50
13452,0,9,5,3,5,0.0,Basic,5,2.5,Basic,5,0.000171661377,Basic,5
13453,8,5,0,0,200,128.0,Standard - S4,5,0.0,Basic,5,9.536743e-05,Basic,200
13454,0,.,5,8,5,0.0,Basic,5,4.0625,Basic,5,0.0,Basic,5
13455,7,9,2,0,200,112.0,Standard - S4,5,0.625,Basic,5,0.000171661377,Basic,200
13456,1,.,3,1,20,16.0,Standard - S1,5,1.25,Basic,5,0.0,Basic,20
13457,1,4,1,6,20,16.0,Standard - S1,5,2.1875,Basic,5,7.62939453e-05,Basic,20
13458,3,8,5,0,50,48.0,Standard - S2,5,1.5625,Basic,5,0.000152587891,Basic,50
13459,6,3,2,7,100,96.0,Standard - S3,5,2.8125,Basic,5,5.722046e-05,Basic,100
13460,4,7,9,9,100,64.0,Standard - S3,10,0.8397163,Standard - S0,5,0.0001335144,Basic,100
13461,3,2,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,3.81469727e-05,Basic,50
13462,1,6,.,0,20,16.0,Standard - S1,5,0.0,Basic,5,0.000114440918,Basic,20
13463,4,5,5,5,100,64.0,Standard - S3,5,3.125,Basic,5,9.536743e-05,Basic,100
13464,6,0,5,7,100,96.0,Standard - S3,5,3.75,Basic,5,0.0,Basic,100
13465,1,1,1,1,20,16.0,Standard - S1,5,0.625,Basic,5,1.90734863e-05,Basic,20
13466,5,0,3,1,100,80.0,Standard - S3,5,1.25,Basic,5,0.0,Basic,100
13467,4,7,9,5,100,64.0,Standard - S3,5,4.375,Basic,5,0.0001335144,Basic,100
13468,8,.,2,6,200,128.0,Standard - S4,5,2.5,Basic,5,0.0,Basic,200
13469,9,8,7,4,200,144.0,Standard - S4,5,3.4375,Basic,5,0.000152587891,Basic,200
13470,9,8,5,6,200,144.0,Standard - S4,5,3.4375,Basic,5,0.000152587891,Basic,200
13471,5,2,6,1,100,80.0,Standard - S3,5,2.1875,Basic,5,3.81469727e-05,Basic,100
13472,1,5,2,1,20,16.0,Standard - S1,5,0.9375,Basic,5,9.536743e-05,Basic,20
13473,2,2,7,1,50,32.0,Standard - S2,5,2.5,Basic,5,3.81469727e-05,Basic,50
