Seconds,Processor,DiskRead,DiskWrite,LogBytes
29:16.2,12.88341698,175.2468501,227.4270919,1148800.205
29:17.2,12.68767763,141.788952,289.4857769,1149435.771
29:18.2,13.86461455,193.9900562,320.9835466,1105863.314
29:19.2,12.49738367,614.0388194,401.0253528,1105989.92
29:20.2,12.78545476,483.4196649,268.7852719,1088342.087
29:21.2,14.84270257,679.9607889,314.981836,1044419.772
29:22.2,13.16902815,405.7009068,330.8628754,1028510.881
29:23.2,12.40043033,134.0013738,403.0041315,1102859.306
29:24.3,13.93840498,134.8909869,427.3188927,1270377.715
29:25.3,12.20587112,136.0013943,501.0051362,1043978.703
29:26.3,12.59729965,393.8217586,281.5825574,1149329.42
29:27.3,13.74473925,730.5716236,238.2726859,1148876.062
29:28.3,12.20719658,604.623198,314.128339,1148524.108
29:29.3,12.69284794,242.9899318,431.982101,1320393.29
29:30.3,12.79136536,145.0017343,343.0041025,1289743.426
29:31.3,12.78578967,172.2827456,363.270475,1149234.205
29:32.3,12.69314479,241.0098832,307.0125898,1289780.891
29:33.3,13.55409918,394.858955,363.3490135,1329467.454
29:34.3,15.81789397,247.0070693,343.0098169,1105439.637
29:35.3,13.26571114,142.7713156,262.8961466,1148913.269
29:36.3,16.8927515,168.9884504,303.9792243,982972.818
29:37.3,15.32978624,151.0072245,263.0125831,1044529.972
29:38.4,13.07408154,194.9491495,298.3312742,1209362.126
29:39.4,13.47433629,231.9894957,318.9855566,1105869.927
29:40.4,12.97781931,193.9781006,241.2418002,1209446.565
29:41.4,14.84225974,133.9955355,333.988872,1120730.659
29:42.4,12.98608725,264.0009022,261.0008919,1228804.199
29:43.4,12.6884084,376.1496108,292.451399,1149481.701
29:44.4,14.1585891,210.9882836,416.9768449,1167295.179
29:45.4,12.11302468,177.2128602,381.9921652,1209773.125
29:46.4,13.74651432,199.8835409,309.1794672,1330928.988
29:47.4,13.17042176,291.4820395,284.5888831,1149542.141
29:48.4,9.775526647,308.9171308,134.963795,675658.7498
29:49.5,10.56158506,145.7470278,247.179081,889923.4738
29:50.5,11.7176553,293.9963581,193.9975968,1105906.3
29:51.8,13.28967672,366.3303845,210.38251,1175081.947
29:52.8,10.8631064,64.00516105,135.8878804,846995.0665
29:53.8,13.45524612,379.0655586,239.2543656,1084840.338
29:54.8,13.37723684,199.0130916,284.0186835,1167436.797
29:55.9,12.40105531,129.9689967,238.276494,1088399.763
29:56.9,12.88176144,153.5916486,371.1798174,1149338.121
29:57.9,13.55413323,466.7241262,371.2130709,1209937.988
29:58.9,12.30296114,221.9825527,335.9735933,1290138.598
29:59.9,13.26497666,134.9009159,234.3534159,1269967.069
30:00.9,21.9702779,46.99387745,98.98710356,431047.8413
30:01.9,24.99739068,167.3960012,100.4376007,423492.1894
30:02.9,24.21706762,423.9646853,110.9907549,491479.0616
30:03.9,26.15109034,125.0569742,75.82194496,242000.0155
30:04.9,24.02119863,97.99803254,90.99817307,368632.5991
30:05.9,25.09544032,188.0069066,133.004886,491538.0571
30:06.9,26.26770144,142.0124964,176.0154885,430117.8483
30:08.0,23.4589132,89.58842167,126.0144832,423408.6636
30:09.0,28.90418111,417.0370535,3420.303892,1413245.566
30:10.0,28.51363268,760.9596935,143.992373,737240.9499
30:11.0,29.19698262,850.0145237,150.002563,920591.7296
30:12.4,27.62950048,755.0517658,127.4066035,782786.1717
30:13.4,28.90436597,457.1924836,103.7242859,989952.6412
30:14.5,27.78599522,66.94713681,112.2349058,362428.1703
30:15.5,29.39251063,18.00241464,62.00831708,368689.4518
30:16.5,29.97843937,36.99450069,73.98900139,368073.2852
30:17.5,25.38833196,65.00027766,112.0004784,430081.8371
30:18.5,21.67731682,60.00048697,119.0009658,430083.4906
30:19.5,18.55262753,366.0275181,189.0142101,618030.4637
30:20.5,25.09357122,758.0574696,79.74370784,302435.3957
30:21.5,23.82608092,708.9924287,119.9987185,491514.7511
30:22.5,23.92353574,554.0156192,109.0030731,368650.3932
30:23.5,24.89996684,96.9971411,133.9960506,245752.7567
30:24.5,25.87688644,60.00517764,102.008802,368671.8114
30:25.5,28.45940413,49.2242419,106.3243625,483893.9876
30:26.5,24.51681905,48.24825858,84.6806171,483979.2665
30:27.5,25.48647932,48.00274766,2050.117348,1044539.789
30:28.5,24.60701774,653.0223157,1448.049484,1044515.694
30:29.5,28.12287962,816.9863896,126.9978843,798706.6941
30:30.5,29.70923256,853.6237399,122.0869017,725905.0876
30:31.5,30.5643061,840.0215295,107.0027424,798740.4714
30:32.5,28.90428065,455.9877289,175.9952638,737260.1595
30:33.5,25.7789343,113.0000483,204.0000871,430080.1837
30:34.5,29.00180555,118.0068051,181.0104383,368661.2595
30:35.5,23.04460982,797.6871999,277.8910295,675575.0842
30:36.5,24.70494433,374.1152211,161.0496005,490647.111
30:37.5,21.09155635,211.9917595,193.9924592,428015.3623
30:38.5,24.4168339,129.001047,159.0012905,368642.9919
30:39.5,13.16724118,514.9633151,418.4692331,915000.2093
30:40.5,13.45750305,374.1622998,337.7307075,1148922.451
30:41.5,12.10675199,237.9818035,340.9739285,1230753.894
30:42.5,12.59922447,404.0350354,320.0277508,1351797.219
30:43.6,13.64650962,327.9135702,264.8911423,1210030.616
30:44.6,12.99095118,322.9499236,234.9635667,982887.594
30:45.6,12.01214404,185.1115632,240.2511778,1189251.207
30:46.6,12.98753169,160.985834,292.9742197,1290126.475
30:47.6,13.45793765,124.0688815,349.5591501,1149468.646
30:48.6,12.88630758,175.9743576,451.2415091,1268431.034
30:49.6,14.32328599,149.8786213,335.2548108,1207106.639
30:50.6,12.78197665,148.6981694,405.7195085,1209564.087
30:51.6,12.59930313,146.9878192,259.9784558,1228186.221
30:52.7,13.83963005,139.8196022,318.0403626,1268916.06
30:53.7,13.66951318,127.9985784,278.9969014,983029.0823
30:54.7,12.21055057,156.2615622,419.6458307,1207636.526
30:55.7,12.60003602,154.2372487,532.8195866,1107623.754
30:56.7,12.69550334,133.9918725,342.979196,1105340.953
30:57.7,13.35957509,162.5326131,434.4053477,1391988.401
30:58.7,13.07640956,122.0992773,361.3744741,1209460.3
30:59.7,12.69461283,164.9899922,501.9695521,1289649.774
31:00.7,13.55622712,151.6225886,653.7493432,1209830.11
31:01.7,12.69795525,151.9800047,582.9233074,1289558.339
31:02.8,12.96047443,166.1977086,672.4321085,1173210.639
31:03.8,14.55092526,157.0474959,525.1588238,1290118.17
31:04.8,13.36341533,156.5215703,690.0730867,1269624.225
31:05.8,12.50070874,172.0221913,440.0567685,1166998.546
31:06.8,13.26681152,144.5269076,356.8929758,1026907.921
31:07.8,14.32680375,293.5227931,359.0762169,901201.0748
31:08.8,12.69528508,284.2535929,364.8929101,1176688.916
31:09.8,13.07575054,158.5315928,327.8945366,1209960.38
31:10.8,13.77254796,510.9827565,421.9857598,1228246.552
31:11.8,12.97666125,256.9828556,535.6271014,1149392.745
31:12.9,12.7875329,229.4238489,457.863046,1314297.351
31:13.9,13.57337302,186.9741228,491.9319166,1167198.46
31:14.9,15.57492559,354.4069407,522.7502375,1088234.076
31:15.9,11.94056151,89.60790391,345.6304865,874226.5269
31:16.9,13.34551451,125.0740196,294.4656052,907119.5162
31:17.9,12.79941412,139.9906714,372.975146,921538.5913
31:18.9,13.83890041,141.7803648,576.9673178,7722429.896
31:19.9,16.89378204,104.9980266,519.9902267,17320634.46
31:20.9,12.59709062,97.99573029,247.989195,921559.8473
31:21.9,11.3439129,97.47465672,257.9632329,907400.4408
31:23.0,11.93581712,72.73578211,233.7243132,774606.9852
31:24.0,11.07368049,31.022817,147.3583808,833893.3211
31:25.0,11.33406062,95.01160738,352.0430084,1045119.68
31:26.0,13.16661701,180.1176262,636.8093123,1053729.452
31:27.0,13.55550363,87.68456559,445.3193668,669382.0033
31:28.0,13.18300096,38.99075629,219.947856,921381.5641
31:29.0,12.6951965,31.00214535,275.0190313,2466986.716
31:30.0,12.6954235,221.0082133,307.0114095,736795.3815
31:31.0,12.40316341,161.9925267,269.9875446,614371.657
31:32.0,13.45837356,54.15377142,319.9995584,725936.2289
31:33.0,12.69874094,38.00124991,244.0080258,860188.2928
31:34.1,12.39861425,40.36924297,222.5231442,963883.6145
31:35.1,11.03431372,55.99301594,284.9644561,798620.3873
31:36.1,11.91854454,59.00499052,417.035272,737342.3628
31:37.1,12.11300617,413.5234552,540.5342307,1028373.758
31:38.1,11.42495739,453.9936004,449.9936567,1044465.277
31:39.1,10.1881048,198.9024902,368.2650067,1496818.043
31:40.1,14.1629397,122.0022409,638.0117189,1079315.825
31:41.1,11.82505771,127.0016952,604.4886888,967811.9881
31:42.1,15.57146053,100.4376007,220.5688486,786485.4945
31:43.1,17.7744496,89.00361179,169.0068583,1044522.387
31:44.1,16.53575452,97.37884205,165.5440315,897443.4084
31:45.2,15.34015961,120.6038804,223.5584124,842901.5005
31:46.2,12.50089249,168.9893165,305.980656,982977.8563
31:47.2,13.26722144,159.496739,260.9051594,839307.2842
31:48.2,12.59668982,95.01314983,181.0250539,859766.9919
31:49.2,13.28510014,105.9908091,196.9829189,2623772.483
31:50.2,14.51415158,89.59976329,805.4132569,953798.3418
31:51.2,12.40144773,105.9984605,560.9918525,921586.6154
31:52.2,12.89025414,108.0009227,408.0034857,1126409.623
31:53.2,12.69065347,144.724627,263.851701,1088801.765
31:54.2,13.28135406,101.0028044,227.0063029,737300.4715
31:55.2,12.10869324,106.0017659,282.004698,921615.3534
31:56.2,12.6009899,81.99036865,299.9647634,982924.5366
31:57.2,14.321295,206.8014753,369.2883488,1089075.655
31:58.2,12.59743275,187.9966272,295.9946896,860144.5684
31:59.2,14.13294121,192.9902744,590.7865544,846951.6044
32:00.2,12.49906374,97.9944327,398.9773331,921547.6447
32:01.3,12.78728513,93.54384054,455.9031386,1088968.464
32:02.3,12.69520523,74.00097992,381.0050453,1043981.824
32:03.3,13.45883239,91.57368767,314.1075953,1028461.132
32:04.3,12.98849753,95.99503835,465.9759153,1104326.921
32:05.3,12.40235,102.9925649,322.9766842,1044404.604
32:06.3,13.65221624,100.4337987,281.6084945,1088938.693
32:07.3,16.21017589,84.99876552,326.9952509,983025.7231
32:08.3,18.3584003,109.0052616,341.0164606,1025073.479
32:09.3,16.9912022,112.9953181,337.9859957,3725157.65
32:10.3,12.98879337,122.9789873,333.942941,1100611.945
32:11.3,13.07640956,113.2402814,309.195203,1088493.156
32:12.3,12.40243413,110.273246,339.6809811,1088869.538
32:13.3,12.31008395,92.56053116,219.5850899,1088984.496
32:14.5,12.58476373,78.4255861,195.6132435,878770.411
32:15.5,10.18938708,54.15413584,114.2159956,1028416.578
32:16.5,12.49855875,110.2397711,441.9433682,1148005.48
32:17.5,12.79244675,112.035893,416.1333169,1106274.418
32:18.5,13.47611873,110.0033362,376.0114038,1044511.678
32:19.5,12.78599577,48.24403788,246.1430504,846889.625
32:20.5,12.50097124,71.99880055,209.9965016,983023.6235
32:21.5,12.59459738,77.78218532,210.7011096,1088871.828
32:22.5,13.74858792,76.80787323,179.2183709,968015.5346
32:23.5,12.89397358,320.9659982,220.9765906,1044369.364
32:24.5,12.98741858,112.9983106,259.9961129,1044464.385
32:25.5,12.39924393,95.51077416,277.6704981,725960.6554
32:26.6,13.36635828,98.45788271,312.1114882,907387.847
32:27.6,13.55481418,103.3880384,244.1927002,967948.3548
32:28.6,11.44081294,81.71997391,217.5917378,1028372.028
32:29.6,14.99853191,67.94145392,1001.397951,1028456.374
32:30.6,13.38015599,75.9950333,256.9832047,982975.757
32:31.6,12.88219034,75.82050982,248.1398503,1065284.071
32:32.6,12.59759008,84.00287062,206.0070399,921631.4948
32:33.6,13.65155308,100.4329116,308.1911896,1028433.015
32:34.6,14.84400547,77.00095386,271.0033571,3925040.622
32:35.6,13.08506954,97.99589772,218.9908327,1044436.278
32:36.6,12.69446441,106.9995886,236.9990889,1036284.016
32:37.6,12.59667982,142.9954188,257.9917347,1105884.571
32:38.6,13.57740035,116.9990005,362.9968988,1044471.077
32:39.6,12.79199327,81.99768827,345.9902456,1044450.554
32:40.6,12.88991441,85.99280038,266.9776477,921522.8468
32:41.7,13.26471191,335.7761198,271.7718741,1092003.022
32:42.7,12.30960045,449.7397317,318.8526763,1088350.468
32:43.7,14.22733551,360.5673957,285.6954774,907920.5242
32:44.7,12.20947006,168.371831,385.9751916,907435.5525
32:45.7,12.97893194,79.7518577,327.8687483,967892.1752
32:46.7,12.89210083,229.9966596,242.9964708,864243.4482
32:47.7,12.8826364,206.7620754,238.2686774,1028375.488
32:48.7,12.3080223,179.0111641,403.0251349,921657.4796
32:49.7,12.97461325,52.18063687,295.3620955,798974.1592
32:50.8,13.46102362,75.82312501,386.0086364,925664.4656
32:51.8,12.79285663,71.99956942,263.9984212,1044473.754
32:52.8,13.37801646,94.00020077,251.0005361,1043970.23
32:53.8,12.97930166,89.86837667,240.3002246,1080296.034
32:54.8,12.884608,84.67691306,210.7076674,3383169.569
32:55.8,12.89063,71.57663969,185.4943902,1052962.938
32:56.8,12.50201245,93.99542277,209.9897743,1044429.14
32:57.8,13.07176195,207.7397545,178.2032965,1088831.987
32:58.8,13.08620074,204.0177783,177.0154253,1036378.311
32:59.8,13.07457796,90.58898626,237.3037575,846967.635
33:00.9,12.50382631,54.07976,191.983148,886042.7878
33:02.0,13.46069983,48.24718304,246.1590972,967936.9555
33:03.0,12.88310818,149.6500025,251.05757,1088821.913
33:04.0,13.55335864,174.3031474,257.0232852,968061.9552
33:05.0,12.89386035,82.99571024,269.9860454,1105862.842
33:06.0,13.16697612,68.92605469,211.7014537,967958.1258
33:07.0,12.21130531,147.9756012,230.961918,921448.0678
33:08.0,13.7484252,488.4071755,610.5089693,181498.4084
33:09.0,13.07172771,186.1052791,390.9195546,180992.7997
33:10.0,13.17628641,530.6694634,607.4639312,359917.9488
33:11.1,12.8795225,303.2806361,537.6338549,361983.1633
33:12.1,12.7963535,204.9816999,344.9692023,245738.0613
33:13.1,13.36031862,219.1724116,515.2986921,418442.02
33:14.1,13.76864182,349.8373894,538.9113541,2637571.698
33:15.1,13.86641341,136.0094119,585.0404848,368153.4762
33:16.1,20.19053127,947.2050669,249.1090249,181485.2785
33:17.1,12.01201916,286.9917864,376.9892107,269816.2779
33:18.1,13.08514777,194.9916707,399.9829143,317426.4408
33:19.1,12.30454092,556.0038,358.0024468,444931.0409
33:20.1,13.37938641,246.9984174,268.9982764,307198.0317
33:21.1,12.49767994,290.4448906,350.5029866,423439.1138
33:22.1,13.46101377,445.0324374,224.4853888,362957.4286
33:23.1,12.88321969,514.0346778,264.895265,362006.46
33:24.1,13.28380813,242.0012405,334.0017121,375297.9238
33:25.2,11.91847667,137.8432388,316.0548546,362456.8272
33:26.2,12.78629633,114.1894846,380.9597461,301901.2471
33:27.2,13.18773963,112.0252184,367.0826354,307269.1705
33:28.2,12.59122361,139.8180732,457.8549579,373058.2504
33:29.2,12.1083253,147.0037677,442.0113286,307207.8736
33:30.2,12.99102948,218.9730614,646.9204143,430027.0971
33:31.2,12.49627553,167.3979023,389.9386429,362997.4276
33:32.2,12.50231502,289.4486454,331.7829711,302444.2989
33:33.2,12.59309126,406.6726173,327.8982604,423490.9425
33:34.2,14.64943007,478.969515,227.9854894,245744.3591
33:35.3,13.28680211,320.9240257,246.1018512,221545.7544
33:36.3,12.40156161,86.00418809,209.010178,245771.9682
33:37.3,12.20609061,94.00397533,279.0117991,184327.795
33:38.4,12.50113475,151.6209945,256.9680491,422931.9958
33:39.4,12.79256013,233.991704,284.9898959,379890.5312
33:40.4,12.49785226,320.0123448,322.9663049,362478.4752
33:41.4,13.28088578,219.9891934,411.9797621,308720.8345
33:42.4,12.98753169,183.0093809,477.0244519,430102.0467
33:43.4,13.3807983,145.997256,387.9927076,368633.0715
33:44.4,12.97603572,371.1706073,393.814968,362435.7914
33:45.4,12.40126378,136.0034276,367.0092495,327688.2586
33:46.4,13.28144078,141.0026502,321.0060333,368646.9287
33:47.4,13.36347373,255.0116005,216.6121703,302469.3578
33:48.4,12.30587906,392.843152,319.0004542,302459.6899
33:49.4,12.4034362,168.9997834,225.9997104,319999.5899
33:50.4,12.88987085,67.99962239,262.9985395,171519.0475
33:51.5,12.49803632,57.2142645,152.2481276,178741.2412
33:52.5,12.79386822,70.00161471,197.0045442,184324.2518
33:53.5,12.49803319,77.78532593,157.5399006,181485.9655
33:54.5,14.8696992,72.89089895,274.5890029,8358688.949
33:55.5,12.9498309,88.74777071,149.8851239,211038.2544
33:56.5,12.79200199,110.9970604,183.9951271,245241.505
33:57.5,12.499405,97.00911647,165.0155074,245783.0976
33:58.5,12.69098015,81.71523123,141.7710036,254557.7131
33:59.5,12.40294442,59.99610455,108.9929233,122872.0221
34:00.5,12.78746421,78.7676644,160.4891162,181480.6988
34:01.5,12.49814519,107.333086,179.2167124,302502.0552
34:02.5,12.69539857,98.98359461,174.9710006,245207.3597
34:03.5,12.50223748,107.316339,178.2041959,241963.885
34:04.6,13.26411276,74.84643722,141.8143021,181522.3067
34:05.6,12.01186958,80.00112772,175.0024669,245763.4644
34:06.6,13.37791385,98.00108842,290.0032208,245762.7295
34:07.6,14.03638537,87.63072201,224.4921867,256598.5079
34:08.6,12.30933761,89.98520131,206.965963,184289.6923
34:09.6,12.49447473,104.3804572,252.0886512,302002.2042
34:10.6,12.69093591,114.2208477,408.6349292,241990.6511
34:11.6,12.69446441,101.9926371,291.978922,245230.2968
34:12.6,12.69444568,98.00343279,227.0079515,245256.5907
34:13.6,13.67120527,100.9969369,249.9924181,245752.5467
34:14.6,8.401416954,118.000252,266.0005681,245760.5249
34:15.7,15.62005795,50.828656,148.7208824,175904.8006
34:16.7,12.60098116,95.98724838,214.9714417,222690.4162
34:17.7,12.59038013,133.9187725,301.317238,302498.8742
34:18.7,12.40132386,297.9979633,176.9987903,245758.3203
34:19.7,13.67265695,99.9961557,222.9914272,3705201.555
34:20.7,12.4996675,86.99769595,163.9956567,245241.505
34:21.7,15.09328512,121.1172039,218.6017826,241998.0815
34:22.7,13.47740792,107.9970937,301.9918731,245753.3865
34:23.7,13.57355452,77.99743456,191.9936851,245751.9169
34:24.7,11.92189374,114.201778,293.3804298,319575.9549
34:25.7,12.30393458,120.0012302,205.0021017,245250.5143
34:26.7,12.50283314,217.5895415,209.712997,302459.3083
34:27.7,13.64914553,137.8643446,268.835472,301505.3826
34:28.7,12.10858898,381.9830305,285.9872951,245237.1054
34:29.8,12.40317588,206.7794687,267.8286451,241991.0582
34:30.8,12.4967248,398.7512386,271.7415848,241968.159
34:31.8,12.69948296,108.9376911,257.8525165,184214.635
34:32.8,12.68895862,81.76182269,189.1357826,181570.3513
34:33.8,13.07435543,100.4381077,197.9221533,260146.5151
34:34.8,13.67206129,72.00196841,209.0057139,183813.0251
34:35.8,12.4025906,109.2825506,334.7393442,302446.8427
34:36.8,12.69441948,123.000578,244.0011465,307201.4435
34:37.8,12.88746549,131.9461598,233.3674617,241993.1957
34:38.9,12.39882867,156.5503379,274.7015364,241973.6544
34:39.9,15.8193756,132.0183841,289.0402501,307242.7849
34:40.9,12.59683841,133.9805414,282.9589045,246236.2379
34:41.9,13.55673781,147.6986265,234.3484874,305511.655
34:42.9,12.69836556,126.9933277,329.9826624,322543.0533
34:43.9,13.74670252,122.0952717,242.2212648,302481.1892
34:44.9,12.11752438,85.66268125,192.9871899,255593.8098
34:45.9,12.59689833,52.99425018,159.9826421,122866.6691
34:46.9,15.57290552,75.81840505,158.5293924,120994.3586
34:47.9,19.80643931,152.6279485,151.6432521,181499.2482
34:48.9,18.55792325,237.9855645,169.989689,122872.5469
34:50.0,18.74907322,59.07758697,246.1566124,4545728.868
34:51.0,14.60844819,64.98531833,387.9426579,161825.2582
34:52.0,11.52332498,92.00754599,159.0130414,195600.0421
34:53.0,13.28066031,75.99724064,134.9950985,183289.345
34:54.0,12.79195711,76.99950663,130.9991606,122367.2159
34:55.0,12.40541581,53.99905428,96.99830121,184316.772
34:56.0,12.10884265,53.99677086,99.9940201,122360.6825
34:57.0,13.26857206,62.03190985,94.52481501,120991.7632
34:58.0,11.82239109,61.04573582,101.4146902,120988.71
34:59.0,13.45982217,68.90365208,120.0892222,181433.1593
35:00.0,11.81543115,74.0093261,112.0141152,184343.2295
35:01.0,12.20653836,63.0026374,90.00376772,122373.1228
35:02.0,13.08496524,60.00868971,80.01158628,122385.7224
35:03.0,12.40167549,200.9945052,93.99743027,122364.6548
35:04.0,13.08835614,111.995216,88.99619843,122874.7513
35:05.0,11.52241251,45.99705278,72.99532289,122872.1271
35:06.0,12.78481928,145.7417554,108.321575,121005.0466
35:07.0,13.08824316,327.9922942,117.9972278,184315.6697
35:08.0,13.16858355,75.81371755,96.49018598,60493.43904
35:09.0,12.11222635,110.0008458,114.0008765,184321.4172
35:10.1,10.95632926,103.3921262,96.49931775,132594.0013
35:11.1,12.40582367,133.8257246,105.2893568,120915.4782
35:12.1,12.21182986,276.8199797,173.381909,209823.6339
35:13.1,12.399674,335.750841,157.5370515,241976.9111
35:14.1,13.9409641,171.3190936,154.5810213,181480.0882
35:15.1,12.79569077,113.0169933,182.0273698,2581380.138
35:16.2,18.4623523,70.77868585,137.6790875,178711.3339
35:17.2,12.10835925,97.99740464,191.9949152,184315.1186
35:18.2,13.37805244,99.01031958,192.0200137,245785.6176
35:19.2,10.47873187,190.0178797,153.5895815,303461.5076
35:20.2,9.517966922,256.994313,110.2810845,184516.0088
35:21.2,12.49955375,246.0121901,118.0058473,266765.2184
35:22.2,10.15628594,173.989595,153.990791,184308.9779
35:23.2,12.6914947,134.8985895,186.1009739,181492.7593
35:24.2,13.36428544,190.0308267,161.4769719,1451874.9
35:25.2,10.54977819,147.977118,142.977891,122861.0017
35:26.2,8.167008498,158.5363272,148.6893504,224353.5205
35:27.2,15.42866514,63.00462906,176.012932,184333.5433
35:28.3,21.03718635,60.39378556,198.3079526,110764.0055
35:29.3,17.97291698,88.99513405,197.9891746,250354.3115
35:30.3,12.49981625,82.99461129,158.989677,184308.0332
35:31.4,12.5902252,82.71185705,159.5157243,278289.951
35:32.4,12.49958875,99.99957284,156.9993294,245758.9502
35:33.4,12.88958339,472.0223809,159.0075393,188424.9341
35:34.4,15.03815091,232.0109017,199.009351,2421873.798
35:35.4,12.98380837,123.0617433,121.0927554,181461.9242
35:36.4,11.91880508,293.4494143,138.8468705,186042.9897
35:37.4,12.40660109,199.8569778,135.8633642,180458.0522
35:38.4,11.34000194,140.8033589,96.4946096,120992.4248
35:39.4,11.82013001,63.00164162,113.0029445,127491.322
35:40.4,11.44245336,53.01223572,77.55493744,120632.2875
35:41.5,12.4989206,75.05013905,122.4502269,188083.5485
35:42.5,13.25645218,64.97261532,104.7319769,119161.716
35:43.5,12.98750689,76.99865148,106.9981261,184316.772
35:44.5,12.97632706,174.2823268,145.7275953,187035.4606
35:45.5,12.50345217,146.6944716,127.0039385,181467.953
35:46.5,12.97410893,128.9970245,163.4618783,248052.4157
35:47.5,13.77037505,121.0028945,163.0038992,245253.8667
35:48.5,12.11448594,136.8510467,165.4027039,245993.2023
35:49.6,12.11331025,138.8417311,170.3519112,241998.1833
35:50.6,12.40549464,116.9946526,165.9924131,184311.5758
35:51.6,13.45770757,140.7970225,341.6543132,334730.6443
35:52.6,13.17496993,187.0741471,274.703616,362459.1138
35:53.6,13.84306598,210.7073129,308.1840605,423462.6221
35:54.6,12.88277237,274.6815505,465.6787576,2853569.16
35:55.6,12.30543006,174.2975019,148.694479,181505.7376
35:56.6,13.08572271,191.9958993,190.9959207,307193.4389
35:57.6,12.59713558,172.0001469,243.0002076,251904.2152
35:58.7,12.97885482,154.5780957,204.7913625,241968.8714
35:59.7,12.40276171,134.9080177,160.6992564,309304.4058
36:00.7,17.40186053,103.1946015,180.5905526,182892.586
36:01.7,19.71160047,78.3519253,299.6961143,246714.5424
36:02.7,18.55633895,91.08307561,173.2558503,182482.9619
36:03.7,13.3778792,93.95160026,153.9207068,245633.4604
36:04.7,11.63241777,233.376198,193.0031005,1073885.006
36:05.7,15.2348023,274.7264515,154.8458181,306894.4215
36:06.7,8.402003162,247.0528712,202.0432388,184359.4543
36:07.7,8.840162106,356.7794609,196.1301456,181661.8515
36:08.7,5.956513356,380.086897,204.5086979,242106.375
36:09.7,8.007773203,430.7450056,166.2876068,258495.0866
36:10.7,7.13001444,507.0002166,183.0000782,245760.105
36:11.8,6.152685767,426.0934547,220.3262283,298168.3583
36:12.8,6.823543243,456.888195,374.1756769,241993.1957
36:13.8,8.301184305,362.0071132,484.0095105,385543.5757
36:14.8,6.922123806,254.0036041,555.2636926,253042.7222
36:15.8,6.248921863,99.01006579,632.0642584,245784.9876
36:16.8,6.053919037,73.00171509,260.0061085,223237.2447
36:17.8,6.541811118,66.9388953,149.8631984,184151.8982
36:18.8,6.445469043,69.99650173,120.993953,184310.7885
36:19.8,7.323663942,72.9908646,175.9779749,3200623.416
36:20.8,5.289577407,57.10052882,88.60426887,120974.3618
36:21.8,6.154280443,77.7658975,109.2660079,181440.6358
36:22.9,6.624081251,214.5972944,138.8570728,178979.9697
36:23.9,6.254162315,46.94785884,78.91235848,122743.6786
36:24.9,6.339733543,64.98919977,109.3000178,181497.1106
36:25.9,6.342960705,46.29251318,99.47965598,120526.0054
36:26.9,6.54325037,37.02445061,184.1215922,122961.2024
36:27.9,6.639901127,46.95178545,287.7045577,122753.9446
36:28.9,6.542091496,56.0085411,319.0486538,122898.7416
36:29.9,6.248837486,47.0045779,301.0293181,122891.9688
36:30.9,6.2500375,56.99157678,349.9482785,184292.762
36:31.9,4.591567352,133.0373931,435.1223007,338015.0065
36:32.9,1.731289256,126.0516426,139.838541,181514.3654
36:33.9,4.613252648,42.31939372,75.78123991,128493.4894
36:34.9,7.325295027,77.01921337,149.0371791,1939427.814
36:35.9,4.513670654,64.03406145,111.320753,163927.1973
36:36.9,5.285781368,63.94593354,121.0053819,175286.6255
36:37.9,6.541857848,261.000446,481.0008219,552448.9439
36:38.9,6.346742198,54.00772845,218.0312,271910.9102
36:39.9,6.543082148,0,201.9896461,245747.4032
36:40.9,6.252690548,11.99752981,331.9316581,271816.0354
36:42.0,6.533339819,0.984704312,263.9007555,302501.1645
36:43.0,6.445076757,0,268.0210658,368156.9363
36:44.0,7.32337591,254.0339647,120.0160463,196122.2218
36:45.0,5.760796456,81.98756723,146.977712,1711868.409
36:46.0,5.080436545,44.99936567,82.99883002,122878.2679
36:47.0,4.609721074,64.99051191,133.9198427,217800.9301
36:48.0,5.668616206,52.99037995,116.9787633,122857.696
36:49.0,5.282358613,59.08886997,122.1169979,188580.1589
36:50.0,5.273231601,121.9858267,110.9871047,122865.7245
36:51.0,6.253009278,275.9976421,80.99930801,61439.47511
36:52.0,7.518420221,326.0058488,512.0091858,178179.1967
36:53.0,6.632766344,123.0518594,116.1609553,181447.3499
36:54.0,6.835455544,57.01008193,111.0196332,122901.7345
36:55.0,6.437509311,70.90070857,172.3281111,582835.3358
36:56.0,5.479525834,134.8656319,153.5696247,181448.4181
36:57.0,6.639546355,234.0493885,120.0253274,184358.903
36:58.0,6.347585078,100.9901212,124.9877737,183790.0217
36:59.1,6.441590394,95.47587736,262.8047346,241898.4703
37:00.1,6.537195874,86.68103305,302.3986039,241067.833
37:01.1,6.444149907,95.99015922,258.9734504,184301.1057
37:02.1,6.252878037,80.96213067,170.9200536,245645.1017
37:03.1,6.542371871,70.03156006,174.0784493,184403.1021
37:04.1,5.765190264,65.9615105,139.7990222,181463.0689
37:05.1,5.862676864,117.1775458,241.2478885,797075.1461
37:06.1,7.40520336,139.8223074,256.9973396,362986.5873
37:07.1,7.422676165,161.9768213,562.9194468,307156.0463
37:08.1,8.300193121,195.9773972,611.9294241,367061.6655
37:09.1,5.474871689,138.8736248,553.5246607,423089.8246
37:10.2,4.037486267,84.65067353,265.7637425,181428.0482
